Timestamp (ns),Acc_x,Acc_y,Acc_z,Anglvel_x,Anglvel_y,Anglvel_z
1720548694362326887,10.282965,-0.014355,4.081605,-0.057495096,-0.070271784,0.010647240
1720548694372315377,10.282965,-0.023925,4.076820,-0.057495096,-0.070271784,0.011711964
1720548694382304017,10.273395,-0.019140,4.076820,-0.057495096,-0.071336508,0.011711964
1720548694392292907,10.282965,0.004785,4.048110,-0.056430372,-0.071336508,0.011711964
1720548694402281627,10.263825,-0.023925,4.076820,-0.057495096,-0.071336508,0.011711964
1720548694412270287,10.311675,-0.028710,4.033755,-0.057495096,-0.070271784,0.011711964
1720548694422260177,10.311675,-0.023925,4.052895,-0.057495096,-0.070271784,0.012776688
1720548694432248717,10.297320,-0.004785,4.052895,-0.057495096,-0.070271784,0.011711964
1720548694442237307,10.302105,-0.038280,4.076820,-0.057495096,-0.069207060,0.011711964
1720548694452226937,10.282965,-0.028710,4.086390,-0.057495096,-0.070271784,0.012776688
1720548694462216157,10.297320,-0.023925,4.091175,-0.056430372,-0.070271784,0.011711964
1720548694472204707,10.287750,-0.004785,4.095960,-0.057495096,-0.071336508,0.011711964
1720548694482193277,10.302105,-0.038280,4.048110,-0.057495096,-0.070271784,0.011711964
1720548694492182177,10.297320,-0.023925,4.076820,-0.057495096,-0.070271784,0.010647240
1720548694502170627,10.292535,-0.038280,4.086390,-0.057495096,-0.072401232,0.010647240
1720548694512158637,10.302105,-0.038280,4.072035,-0.058559820,-0.072401232,0.011711964
1720548694522146767,10.287750,0.004785,4.067250,-0.058559820,-0.071336508,0.011711964
1720548694532134837,10.311675,-0.028710,4.057680,-0.057495096,-0.071336508,0.011711964
1720548694542122837,10.306890,-0.028710,4.052895,-0.057495096,-0.069207060,0.010647240
1720548694552111367,10.302105,-0.014355,4.067250,-0.057495096,-0.070271784,0.011711964
1720548694562099217,10.306890,-0.028710,4.081605,-0.057495096,-0.071336508,0.011711964
1720548694572086757,10.321245,-0.009570,4.110315,-0.056430372,-0.071336508,0.010647240
1720548694582074757,10.340385,-0.009570,4.081605,-0.057495096,-0.071336508,0.011711964
1720548694592062577,10.316460,-0.019140,4.043325,-0.056430372,-0.071336508,0.011711964
1720548694602050767,10.302105,-0.014355,4.072035,-0.057495096,-0.071336508,0.011711964
1720548694612038297,10.297320,-0.019140,4.057680,-0.057495096,-0.071336508,0.011711964
1720548694622026847,10.306890,-0.014355,4.081605,-0.056430372,-0.073465956,0.012776688
1720548694632013577,10.311675,-0.019140,4.067250,-0.057495096,-0.071336508,0.011711964
1720548694642002237,10.302105,-0.023925,4.076820,-0.057495096,-0.070271784,0.010647240
1720548694651990317,10.326030,-0.028710,4.081605,-0.057495096,-0.070271784,0.010647240
1720548694661978657,10.292535,-0.023925,4.067250,-0.057495096,-0.072401232,0.010647240
1720548694671967137,10.306890,-0.019140,4.086390,-0.057495096,-0.071336508,0.011711964
1720548694681955557,10.292535,0.000000,4.086390,-0.057495096,-0.071336508,0.012776688
1720548694691943967,10.306890,-0.004785,4.062465,-0.057495096,-0.071336508,0.011711964
1720548694701932207,10.292535,-0.004785,4.062465,-0.057495096,-0.070271784,0.012776688
1720548694711920197,10.311675,0.000000,4.072035,-0.057495096,-0.070271784,0.012776688
1720548694721908297,10.302105,0.014355,4.072035,-0.057495096,-0.070271784,0.012776688
1720548694731896377,10.273395,-0.023925,4.081605,-0.057495096,-0.070271784,0.011711964
1720548694741883237,10.302105,-0.033495,4.062465,-0.058559820,-0.070271784,0.011711964
1720548694751871887,10.306890,-0.038280,4.057680,-0.057495096,-0.071336508,0.011711964
1720548694761860177,10.302105,-0.019140,4.067250,-0.057495096,-0.071336508,0.012776688
1720548694771847427,10.302105,-0.028710,4.076820,-0.057495096,-0.071336508,0.012776688
1720548694781836457,10.287750,-0.014355,4.081605,-0.057495096,-0.071336508,0.010647240
1720548694791824977,10.287750,-0.038280,4.067250,-0.057495096,-0.071336508,0.011711964
1720548694801813827,10.326030,-0.014355,4.062465,-0.057495096,-0.071336508,0.012776688
1720548694811801827,10.311675,-0.023925,4.043325,-0.057495096,-0.071336508,0.010647240
1720548694821790617,10.297320,-0.014355,4.052895,-0.056430372,-0.071336508,0.011711964
