Timestamp (ns),Acc_x,Acc_y,Acc_z,Anglvel_x,Anglvel_y,Anglvel_z
1720725891820133135,10.129845,-0.516780,1.033560,-0.040459512,-0.017035584,-0.040459512
1720725891830134875,10.120275,-0.555060,1.052700,-0.040459512,-0.018100308,-0.040459512
1720725891840136425,10.144200,-0.540705,1.067055,-0.040459512,-0.018100308,-0.040459512
1720725891850138285,10.125060,-0.511995,1.038345,-0.040459512,-0.018100308,-0.040459512
1720725891860139925,10.129845,-0.521565,1.076625,-0.039394788,-0.018100308,-0.040459512
1720725891870141685,10.125060,-0.540705,1.071840,-0.039394788,-0.018100308,-0.039394788
1720725891880143535,10.115490,-0.535920,1.043130,-0.040459512,-0.018100308,-0.040459512
1720725891890145315,10.129845,-0.531135,1.038345,-0.040459512,-0.018100308,-0.040459512
1720725891900146775,10.110705,-0.578985,1.028775,-0.040459512,-0.017035584,-0.039394788
1720725891910148425,10.110705,-0.511995,1.062270,-0.039394788,-0.017035584,-0.040459512
1720725891920150125,10.148985,-0.516780,1.081410,-0.040459512,-0.015970860,-0.041524236
1720725891930151725,10.120275,-0.516780,1.067055,-0.041524236,-0.015970860,-0.041524236
1720725891940153385,10.134630,-0.531135,1.105335,-0.039394788,-0.017035584,-0.041524236
1720725891950155145,10.110705,-0.497640,1.095765,-0.040459512,-0.017035584,-0.040459512
1720725891960156355,10.091565,-0.511995,1.052700,-0.041524236,-0.017035584,-0.040459512
1720725891970157555,10.134630,-0.511995,1.100550,-0.042588960,-0.018100308,-0.039394788
1720725891980158725,10.129845,-0.535920,1.076625,-0.041524236,-0.018100308,-0.040459512
1720725891990160485,10.115490,-0.550275,1.052700,-0.040459512,-0.018100308,-0.040459512
1720725892000161525,10.120275,-0.550275,1.081410,-0.040459512,-0.019165032,-0.039394788
1720725892010162425,10.153770,-0.511995,1.076625,-0.040459512,-0.020229756,-0.040459512
1720725892020164815,10.115490,-0.555060,1.067055,-0.040459512,-0.020229756,-0.040459512
