Timestamp (ns),Acc_x,Acc_y,Acc_z,Anglvel_x,Anglvel_y,Anglvel_z
1720716702423728126,10.048500,0.320595,1.717815,-0.035135892,-0.024488652,-0.045783132
1720716702433726646,10.067640,0.339735,1.765665,-0.035135892,-0.025553376,-0.044718408
1720716702443725246,10.077210,0.349305,1.756095,-0.036200616,-0.025553376,-0.044718408
1720716702453724156,10.048500,0.320595,1.756095,-0.034071168,-0.025553376,-0.045783132
1720716702463722736,10.062855,0.339735,1.760880,-0.034071168,-0.025553376,-0.046847856
1720716702473721386,10.086780,0.344520,1.760880,-0.035135892,-0.025553376,-0.046847856
1720716702483720056,10.081995,0.344520,1.727385,-0.034071168,-0.025553376,-0.044718408
1720716702493718586,10.053285,0.330165,1.756095,-0.034071168,-0.025553376,-0.044718408
1720716702503717866,10.077210,0.344520,1.736955,-0.035135892,-0.025553376,-0.045783132
1720716702513716436,10.077210,0.315810,1.717815,-0.034071168,-0.024488652,-0.046847856
1720716702523714576,10.067640,0.330165,1.770450,-0.035135892,-0.024488652,-0.045783132
1720716702533713066,10.081995,0.344520,1.751310,-0.035135892,-0.024488652,-0.045783132
1720716702543711226,10.072425,0.325380,1.732170,-0.035135892,-0.025553376,-0.045783132
1720716702553708886,10.072425,0.339735,1.765665,-0.035135892,-0.025553376,-0.045783132
1720716702563707346,10.058070,0.334950,1.727385,-0.034071168,-0.024488652,-0.045783132
1720716702573705316,10.058070,0.344520,1.736955,-0.034071168,-0.025553376,-0.045783132
1720716702583703526,10.062855,0.334950,1.770450,-0.034071168,-0.025553376,-0.046847856
1720716702593701526,10.048500,0.325380,1.799160,-0.034071168,-0.025553376,-0.046847856
1720716702603699756,10.048500,0.325380,1.741740,-0.034071168,-0.025553376,-0.045783132
1720716702613698186,10.062855,0.320595,1.756095,-0.034071168,-0.025553376,-0.044718408
1720716702623696556,10.081995,0.373230,1.751310,-0.034071168,-0.024488652,-0.043653684
1720716702633694706,10.072425,0.325380,1.741740,-0.034071168,-0.025553376,-0.044718408
1720716702643692926,10.072425,0.339735,1.756095,-0.034071168,-0.024488652,-0.045783132
1720716702653691486,10.091565,0.325380,1.756095,-0.034071168,-0.025553376,-0.045783132
1720716702663689836,10.105920,0.334950,1.736955,-0.035135892,-0.025553376,-0.044718408
1720716702673688386,10.062855,0.306240,1.727385,-0.035135892,-0.025553376,-0.044718408
1720716702683686806,10.053285,0.320595,1.722600,-0.034071168,-0.025553376,-0.045783132
1720716702693685296,10.086780,0.354090,1.746525,-0.035135892,-0.025553376,-0.046847856
1720716702703683616,10.048500,0.330165,1.756095,-0.035135892,-0.024488652,-0.045783132
1720716702713681786,10.058070,0.354090,1.775235,-0.034071168,-0.025553376,-0.045783132
1720716702723680226,10.053285,0.320595,1.775235,-0.035135892,-0.025553376,-0.045783132
1720716702733678416,10.081995,0.334950,1.775235,-0.035135892,-0.026618100,-0.045783132
1720716702743676756,10.067640,0.354090,1.727385,-0.034071168,-0.026618100,-0.044718408
1720716702753675116,10.067640,0.339735,1.784805,-0.034071168,-0.025553376,-0.044718408
1720716702763673546,10.058070,0.334950,1.746525,-0.034071168,-0.024488652,-0.045783132
1720716702773671576,10.062855,0.325380,1.765665,-0.035135892,-0.025553376,-0.045783132
1720716702783670226,10.062855,0.334950,1.746525,-0.034071168,-0.024488652,-0.046847856
1720716702793668536,10.058070,0.320595,1.756095,-0.034071168,-0.024488652,-0.046847856
1720716702803666836,10.081995,0.354090,1.770450,-0.034071168,-0.024488652,-0.045783132
1720716702813665646,10.081995,0.349305,1.760880,-0.035135892,-0.024488652,-0.046847856
1720716702823663236,10.072425,0.339735,1.732170,-0.034071168,-0.024488652,-0.045783132
1720716702833660886,10.086780,0.311025,1.693890,-0.034071168,-0.024488652,-0.045783132
1720716702843659216,10.081995,0.334950,1.756095,-0.035135892,-0.025553376,-0.046847856
1720716702853656856,10.053285,0.325380,1.751310,-0.034071168,-0.025553376,-0.045783132
1720716702863654566,10.072425,0.339735,1.760880,-0.035135892,-0.024488652,-0.046847856
1720716702873652806,10.034145,0.330165,1.760880,-0.034071168,-0.024488652,-0.045783132
1720716702883650556,10.038930,0.330165,1.732170,-0.034071168,-0.025553376,-0.046847856
1720716702893648816,10.038930,0.339735,1.736955,-0.034071168,-0.024488652,-0.046847856
1720716702903647046,10.062855,0.306240,1.746525,-0.035135892,-0.024488652,-0.046847856
1720716702913646426,10.067640,0.325380,1.746525,-0.034071168,-0.024488652,-0.046847856
1720716702923644616,10.058070,0.311025,1.741740,-0.034071168,-0.024488652,-0.045783132
1720716702933642766,10.062855,0.315810,1.736955,-0.034071168,-0.025553376,-0.045783132
1720716702943641086,10.053285,0.344520,1.775235,-0.034071168,-0.025553376,-0.045783132
1720716702953639286,10.058070,0.344520,1.760880,-0.035135892,-0.024488652,-0.045783132
1720716702963637416,10.086780,0.349305,1.751310,-0.034071168,-0.024488652,-0.045783132
1720716702973635616,10.067640,0.330165,1.736955,-0.034071168,-0.024488652,-0.046847856
1720716702983633786,10.048500,0.339735,1.770450,-0.034071168,-0.025553376,-0.045783132
1720716702993632226,10.072425,0.334950,1.751310,-0.035135892,-0.025553376,-0.044718408
1720716703003630526,10.072425,0.334950,1.760880,-0.035135892,-0.025553376,-0.045783132
1720716703013629796,10.062855,0.334950,1.760880,-0.034071168,-0.025553376,-0.045783132
1720716703023628186,10.067640,0.325380,1.746525,-0.034071168,-0.025553376,-0.045783132
1720716703033626696,10.034145,0.325380,1.746525,-0.035135892,-0.025553376,-0.046847856
1720716703043625006,10.072425,0.339735,1.741740,-0.034071168,-0.025553376,-0.045783132
1720716703053623086,10.072425,0.358875,1.756095,-0.034071168,-0.025553376,-0.044718408
1720716703063621436,10.062855,0.330165,1.722600,-0.035135892,-0.025553376,-0.044718408
1720716703073619876,10.081995,0.325380,1.775235,-0.035135892,-0.024488652,-0.045783132
1720716703083618526,10.086780,0.349305,1.760880,-0.035135892,-0.024488652,-0.045783132
1720716703093616606,10.053285,0.334950,1.775235,-0.035135892,-0.025553376,-0.045783132
1720716703103616186,10.053285,0.358875,1.770450,-0.035135892,-0.024488652,-0.044718408
1720716703113614416,10.043715,0.349305,1.727385,-0.034071168,-0.024488652,-0.046847856
1720716703123612726,10.053285,0.334950,1.713030,-0.034071168,-0.025553376,-0.044718408
1720716703133611346,10.072425,0.344520,1.741740,-0.034071168,-0.024488652,-0.044718408
1720716703143610846,10.072425,0.334950,1.770450,-0.034071168,-0.024488652,-0.045783132
1720716703153608866,10.043715,0.311025,1.775235,-0.035135892,-0.025553376,-0.046847856
1720716703163606886,10.072425,0.315810,1.736955,-0.034071168,-0.026618100,-0.046847856
1720716703173605096,10.058070,0.315810,1.756095,-0.034071168,-0.025553376,-0.046847856
1720716703183603336,10.053285,0.330165,1.741740,-0.034071168,-0.025553376,-0.046847856
1720716703193601106,10.072425,0.320595,1.736955,-0.034071168,-0.025553376,-0.045783132
1720716703203601056,10.067640,0.334950,1.741740,-0.035135892,-0.025553376,-0.045783132
1720716703213599466,10.058070,0.330165,1.717815,-0.035135892,-0.024488652,-0.045783132
1720716703223597906,10.048500,0.330165,1.741740,-0.034071168,-0.024488652,-0.045783132
1720716703233595376,10.067640,0.344520,1.770450,-0.035135892,-0.025553376,-0.045783132
1720716703243593806,10.081995,0.311025,1.751310,-0.034071168,-0.025553376,-0.046847856
1720716703253592126,10.077210,0.344520,1.756095,-0.034071168,-0.024488652,-0.045783132
1720716703263591456,10.043715,0.325380,1.741740,-0.035135892,-0.025553376,-0.045783132
1720716703273589766,10.077210,0.330165,1.760880,-0.034071168,-0.025553376,-0.045783132
1720716703283588166,10.053285,0.330165,1.756095,-0.033006444,-0.025553376,-0.045783132
1720716703293586246,10.086780,0.354090,1.780020,-0.034071168,-0.025553376,-0.046847856
1720716703303584786,10.072425,0.320595,1.751310,-0.034071168,-0.025553376,-0.045783132
1720716703313582736,10.072425,0.334950,1.756095,-0.034071168,-0.025553376,-0.045783132
1720716703323580866,10.053285,0.311025,1.765665,-0.034071168,-0.024488652,-0.045783132
1720716703333578056,10.058070,0.358875,1.736955,-0.034071168,-0.024488652,-0.045783132
1720716703343576366,10.058070,0.334950,1.751310,-0.035135892,-0.024488652,-0.045783132
1720716703353574296,10.043715,0.354090,1.741740,-0.035135892,-0.025553376,-0.044718408
1720716703363572246,10.067640,0.354090,1.736955,-0.035135892,-0.025553376,-0.044718408
1720716703373571276,10.048500,0.334950,1.741740,-0.034071168,-0.025553376,-0.044718408
1720716703383569456,10.062855,0.311025,1.746525,-0.035135892,-0.024488652,-0.043653684
1720716703393567276,10.053285,0.339735,1.741740,-0.034071168,-0.025553376,-0.045783132
1720716703403565686,10.053285,0.325380,1.736955,-0.034071168,-0.025553376,-0.045783132
1720716703413564056,10.058070,0.354090,1.751310,-0.035135892,-0.025553376,-0.045783132
1720716703423560796,10.058070,0.354090,1.756095,-0.034071168,-0.025553376,-0.045783132
1720716703433558726,10.058070,0.320595,1.736955,-0.035135892,-0.025553376,-0.045783132
1720716703443557306,10.077210,0.334950,1.746525,-0.035135892,-0.024488652,-0.045783132
1720716703453554676,10.081995,0.334950,1.770450,-0.035135892,-0.025553376,-0.045783132
1720716703463551676,10.058070,0.344520,1.746525,-0.034071168,-0.025553376,-0.045783132
1720716703473550166,10.048500,0.306240,1.741740,-0.034071168,-0.024488652,-0.044718408
1720716703483548586,10.053285,0.334950,1.736955,-0.036200616,-0.024488652,-0.044718408
1720716703493546886,10.072425,0.334950,1.722600,-0.034071168,-0.024488652,-0.045783132
1720716703503545826,10.062855,0.339735,1.765665,-0.035135892,-0.025553376,-0.044718408
1720716703513544316,10.072425,0.320595,1.717815,-0.035135892,-0.025553376,-0.044718408
1720716703523541226,10.058070,0.334950,1.775235,-0.035135892,-0.025553376,-0.045783132
1720716703533539386,10.062855,0.325380,1.765665,-0.035135892,-0.025553376,-0.045783132
1720716703543537466,10.053285,0.344520,1.756095,-0.036200616,-0.024488652,-0.046847856
1720716703553535136,10.086780,0.354090,1.746525,-0.036200616,-0.025553376,-0.046847856
1720716703563532966,10.067640,0.344520,1.765665,-0.035135892,-0.025553376,-0.045783132
1720716703573530956,10.077210,0.339735,1.760880,-0.035135892,-0.025553376,-0.045783132
1720716703583527936,10.077210,0.344520,1.722600,-0.034071168,-0.024488652,-0.045783132
1720716703593526246,10.067640,0.325380,1.736955,-0.034071168,-0.025553376,-0.044718408
1720716703603524966,10.072425,0.334950,1.746525,-0.035135892,-0.024488652,-0.044718408
1720716703613523296,10.081995,0.339735,1.717815,-0.035135892,-0.025553376,-0.045783132
1720716703623521586,10.043715,0.330165,1.722600,-0.034071168,-0.024488652,-0.044718408
1720716703633520386,10.053285,0.334950,1.756095,-0.034071168,-0.024488652,-0.045783132
1720716703643518846,10.058070,0.320595,1.736955,-0.034071168,-0.024488652,-0.045783132
1720716703653518336,10.043715,0.354090,1.760880,-0.033006444,-0.024488652,-0.045783132
1720716703663516456,10.067640,0.325380,1.770450,-0.035135892,-0.024488652,-0.046847856
1720716703673514636,10.053285,0.330165,1.736955,-0.035135892,-0.024488652,-0.045783132
1720716703683512736,10.053285,0.339735,1.746525,-0.034071168,-0.025553376,-0.045783132
1720716703693510406,10.067640,0.334950,1.732170,-0.033006444,-0.025553376,-0.045783132
