Timestamp (ns),Acc_x,Acc_y,Acc_z,Anglvel_x,Anglvel_y,Anglvel_z
1720715047922268064,-9.574785,0.722535,0.057420,-0.033006444,-0.019165032,-0.048977304
1720715047932262244,-9.555645,0.722535,0.052635,-0.034071168,-0.019165032,-0.050042028
1720715047942256734,-9.555645,0.727320,0.038280,-0.034071168,-0.019165032,-0.047912580
1720715047952252074,-9.565215,0.736890,0.086130,-0.035135892,-0.018100308,-0.048977304
1720715047962246334,-9.546075,0.712965,0.066990,-0.034071168,-0.018100308,-0.048977304
1720715047972240644,-9.603495,0.717750,0.062205,-0.034071168,-0.020229756,-0.050042028
1720715047982235024,-9.579570,0.708180,0.062205,-0.034071168,-0.019165032,-0.048977304
1720715047992229344,-9.522150,0.722535,0.052635,-0.035135892,-0.019165032,-0.050042028
1720715048002223654,-9.555645,0.722535,0.081345,-0.033006444,-0.019165032,-0.050042028
1720715048012217914,-9.555645,0.708180,0.052635,-0.034071168,-0.019165032,-0.048977304
1720715048022212424,-9.536505,0.698610,0.043065,-0.033006444,-0.018100308,-0.047912580
1720715048032206584,-9.550860,0.717750,0.076560,-0.034071168,-0.019165032,-0.048977304
1720715048042201254,-9.546075,0.722535,0.095700,-0.034071168,-0.019165032,-0.048977304
1720715048052195574,-9.541290,0.722535,0.038280,-0.034071168,-0.019165032,-0.048977304
1720715048062189944,-9.584355,0.727320,0.086130,-0.034071168,-0.018100308,-0.050042028
1720715048072184204,-9.603495,0.756030,0.047850,-0.033006444,-0.019165032,-0.048977304
1720715048082178154,-9.550860,0.712965,0.066990,-0.034071168,-0.019165032,-0.048977304
1720715048092171964,-9.555645,0.698610,0.071775,-0.034071168,-0.019165032,-0.048977304
1720715048102165974,-9.574785,0.746460,0.052635,-0.034071168,-0.018100308,-0.048977304
1720715048112159624,-9.550860,0.708180,0.086130,-0.034071168,-0.018100308,-0.048977304
1720715048122153354,-9.541290,0.717750,0.047850,-0.034071168,-0.018100308,-0.048977304
1720715048132147034,-9.570000,0.727320,0.038280,-0.034071168,-0.020229756,-0.048977304
1720715048142140714,-9.536505,0.732105,0.086130,-0.034071168,-0.019165032,-0.048977304
1720715048152134504,-9.550860,0.717750,0.047850,-0.034071168,-0.019165032,-0.048977304
1720715048162128154,-9.570000,0.722535,0.066990,-0.033006444,-0.019165032,-0.048977304
1720715048172122014,-9.589140,0.712965,0.062205,-0.033006444,-0.019165032,-0.047912580
1720715048182115614,-9.565215,0.703395,0.071775,-0.033006444,-0.018100308,-0.048977304
1720715048192109564,-9.579570,0.684255,0.105270,-0.034071168,-0.019165032,-0.048977304
1720715048202103464,-9.574785,0.732105,0.086130,-0.034071168,-0.018100308,-0.048977304
1720715048212097304,-9.555645,0.703395,0.019140,-0.034071168,-0.018100308,-0.048977304
1720715048222091104,-9.574785,0.722535,0.062205,-0.034071168,-0.018100308,-0.048977304
1720715048232085054,-9.531720,0.703395,0.076560,-0.035135892,-0.018100308,-0.050042028
1720715048242079204,-9.550860,0.708180,0.038280,-0.035135892,-0.019165032,-0.047912580
1720715048252073514,-9.560430,0.732105,-0.004785,-0.034071168,-0.019165032,-0.047912580
1720715048262069004,-9.560430,0.712965,0.052635,-0.034071168,-0.019165032,-0.048977304
1720715048272061754,-9.560430,0.712965,0.023925,-0.035135892,-0.019165032,-0.048977304
1720715048282055654,-9.560430,0.736890,0.052635,-0.035135892,-0.018100308,-0.048977304
1720715048292050164,-9.550860,0.736890,0.052635,-0.035135892,-0.018100308,-0.050042028
1720715048302043954,-9.565215,0.712965,0.100485,-0.034071168,-0.019165032,-0.048977304
1720715048312037844,-9.541290,0.703395,0.081345,-0.034071168,-0.019165032,-0.048977304
1720715048322031784,-9.574785,0.712965,0.076560,-0.034071168,-0.019165032,-0.047912580
1720715048332025844,-9.555645,0.708180,0.066990,-0.033006444,-0.019165032,-0.048977304
1720715048342019324,-9.560430,0.732105,0.052635,-0.034071168,-0.018100308,-0.048977304
1720715048352013304,-9.541290,0.727320,0.052635,-0.034071168,-0.018100308,-0.048977304
1720715048362006734,-9.565215,0.732105,0.090915,-0.034071168,-0.019165032,-0.048977304
1720715048372000574,-9.541290,0.712965,0.062205,-0.033006444,-0.019165032,-0.048977304
1720715048381994304,-9.536505,0.727320,0.081345,-0.034071168,-0.019165032,-0.048977304
1720715048391988074,-9.546075,0.736890,0.114840,-0.034071168,-0.019165032,-0.048977304
1720715048401982174,-9.550860,0.722535,0.047850,-0.034071168,-0.018100308,-0.048977304
1720715048411976014,-9.565215,0.708180,0.043065,-0.034071168,-0.018100308,-0.048977304
1720715048421971264,-9.584355,0.727320,0.047850,-0.033006444,-0.019165032,-0.048977304
1720715048431965314,-9.555645,0.712965,0.047850,-0.034071168,-0.018100308,-0.048977304
1720715048441959444,-9.570000,0.703395,0.057420,-0.034071168,-0.019165032,-0.050042028
1720715048451953504,-9.574785,0.717750,0.066990,-0.034071168,-0.019165032,-0.048977304
1720715048461947254,-9.570000,0.746460,0.086130,-0.034071168,-0.018100308,-0.048977304
1720715048471941004,-9.541290,0.698610,0.052635,-0.035135892,-0.018100308,-0.048977304
1720715048481934654,-9.555645,0.708180,0.038280,-0.034071168,-0.018100308,-0.048977304
1720715048491928314,-9.560430,0.717750,0.086130,-0.033006444,-0.018100308,-0.047912580
1720715048501923244,-9.531720,0.727320,0.071775,-0.033006444,-0.018100308,-0.048977304
1720715048511917254,-9.574785,0.727320,0.038280,-0.033006444,-0.018100308,-0.050042028
1720715048521911214,-9.574785,0.703395,0.076560,-0.034071168,-0.018100308,-0.048977304
1720715048531905244,-9.570000,0.712965,0.086130,-0.034071168,-0.018100308,-0.048977304
1720715048541899614,-9.546075,0.703395,0.043065,-0.033006444,-0.018100308,-0.050042028
1720715048551893464,-9.522150,0.727320,0.019140,-0.033006444,-0.019165032,-0.050042028
1720715048561887184,-9.522150,0.717750,0.047850,-0.034071168,-0.019165032,-0.048977304
1720715048571880774,-9.560430,0.712965,0.047850,-0.035135892,-0.019165032,-0.047912580
1720715048581872874,-9.541290,0.746460,0.038280,-0.034071168,-0.018100308,-0.047912580
1720715048591866784,-9.550860,0.751245,0.062205,-0.034071168,-0.019165032,-0.048977304
1720715048601860544,-9.560430,0.722535,0.066990,-0.034071168,-0.019165032,-0.048977304
1720715048611853614,-9.565215,0.708180,0.081345,-0.034071168,-0.019165032,-0.047912580
1720715048621847384,-9.550860,0.732105,0.038280,-0.035135892,-0.019165032,-0.048977304
1720715048631841024,-9.560430,0.698610,0.014355,-0.034071168,-0.020229756,-0.048977304
1720715048641834574,-9.570000,0.732105,0.066990,-0.034071168,-0.019165032,-0.050042028
